hidden_dim1,num_trials,mean_best_val_accuracy,std_best_val_accuracy,max_best_val_accuracy,min_best_val_accuracy
768,9,0.6658984910836763,0.004771454639738737,0.6711111111111111,0.6587654320987655
512,9,0.6637311385459532,0.00308931429580448,0.6688888888888889,0.6582716049382716
256,9,0.6462825788751715,0.004945277761310451,0.6545679012345679,0.6392592592592593
