learning_rate,num_trials,mean_best_val_accuracy,std_best_val_accuracy,max_best_val_accuracy,min_best_val_accuracy
0.03,9,0.6618655692729766,0.009179896637538338,0.6708641975308642,0.6424691358024691
0.06,9,0.6601646090534978,0.009483253149520374,0.6711111111111111,0.6451851851851852
0.015,9,0.6538820301783265,0.0088604772104896,0.6617283950617284,0.6392592592592593
