weight_decay,num_trials,mean_best_val_accuracy,std_best_val_accuracy,max_best_val_accuracy,min_best_val_accuracy
0.0,9,0.659039780521262,0.009141691235568628,0.6708641975308642,0.6409876543209877
1e-05,9,0.6588477366255144,0.009819450898399484,0.6711111111111111,0.6392592592592593
0.0001,9,0.6580246913580247,0.01036841055359573,0.6688888888888889,0.6424691358024691
