weight_decay,num_trials,mean_best_val_accuracy,std_best_val_accuracy,max_best_val_accuracy,min_best_val_accuracy
0.0,27,0.5247370827617741,0.1058112116865891,0.66,0.3
0.0001,27,0.5242889803383631,0.10569106564230049,0.6582716049382716,0.29975308641975307
